2 0.508933
3 0.879902
4 1.418845
5 2.106777
6 2.756248
7 3.793924
8 4.415345
9 7.047859
10 8.535108
11 10.661580
12 13.401431
13 18.212656
14 21.531385
15 27.613322
16 35.731410
17 44.066128
18 50.457741
19 60.318705
20 80.069948
21 95.711940
22 108.791204
23 138.778133
24 153.953532
25 173.971168
26 215.769325
27 254.425827
28 278.991195
29 324.744295
30 399.375139
31 450.518082
32 451.632128
33 537.802476
34 522.508473
35 656.979903
36 670.512593
37 725.848807
38 937.150826
39 1092.140628
40 1212.583719
41 1269.231571
42 1480.000170
43 1564.529588
44 1526.681093
45 1617.824403
46 2067.677182
47 2047.749685
48 2030.002665
49 2111.684038
50 2225.756949
51 2843.665940
52 3049.816252
53 3121.489341
54 3430.799971
