2 76.250000
3 79.312500
4 77.968750
5 85.015625
6 77.640625
7 75.250000
8 86.406250
9 104.093750
10 99.531250
11 95.875000
12 101.203125
13 96.453125
14 124.062500
15 137.359375
16 147.859375
17 145.156250
18 151.906250
19 160.187500
20 164.093750
21 220.562500
22 226.953125
23 235.328125
24 243.609375
25 254.906250
26 254.609375
27 272.281250
28 272.093750
29 301.406250
30 317.281250
31 400.984375
32 396.140625
33 420.203125
34 447.046875
35 427.609375
36 444.031250
37 454.843750
38 476.515625
39 499.593750
40 518.218750
41 552.796875
42 529.078125
43 552.546875
44 557.968750
45 745.328125
46 725.406250
47 734.046875
48 768.203125
49 780.328125
50 813.640625
51 818.156250
52 892.656250
53 872.609375
54 908.328125
