2 0.098639
3 0.170014
4 0.258657
5 0.428040
6 0.567658
7 0.757204
8 0.988715
9 1.306164
10 1.717904
11 2.258792
12 2.773149
13 3.094348
14 4.023511
15 4.920939
16 6.314265
17 8.055828
18 11.772655
19 11.908597
20 13.386385
21 16.485505
22 16.426735
23 19.598138
24 24.279200
25 30.844283
26 41.947712
27 49.029652
28 52.730995
29 62.182717
30 80.739602
31 92.558721
32 90.915901
33 106.330487
34 124.018849
35 140.898334
36 169.364359
37 195.812449
38 228.988631
39 279.308753
40 318.391139
41 329.966894
42 347.502791
43 325.462907
44 415.405552
45 446.760682
46 503.181844
47 438.949250
48 491.478016
49 531.635930
50 572.840797
51 614.272754
52 708.048464
53 808.337098
54 912.016908
