2 80.750000
3 87.406250
4 87.500000
5 93.109375
6 102.687500
7 104.265625
8 110.406250
9 139.343750
10 143.343750
11 150.859375
12 160.140625
13 168.031250
14 213.890625
15 224.937500
16 237.750000
17 246.421875
18 253.718750
19 275.343750
20 300.734375
21 302.687500
22 372.859375
23 401.906250
24 427.656250
25 456.406250
26 461.843750
27 497.953125
28 478.796875
29 513.015625
30 533.640625
31 571.406250
32 592.890625
33 750.218750
34 782.078125
35 811.390625
36 808.765625
37 794.375000
38 905.328125
39 982.078125
40 978.343750
41 975.796875
42 1029.250000
43 1009.687500
44 1013.093750
45 1041.359375
46 1093.828125
47 1089.546875
48 1138.359375
49 1451.656250
50 1441.484375
51 1512.953125
52 1538.062500
53 1578.609375
54 1649.859375
