2 78.343750
3 67.890625
4 68.156250
5 88.281250
6 74.656250
7 71.125000
8 68.359375
9 89.718750
10 74.468750
11 70.703125
12 79.281250
13 84.437500
14 73.656250
15 75.765625
16 79.437500
17 85.296875
18 78.921875
19 78.000000
20 91.734375
21 97.406250
22 83.203125
23 96.328125
24 83.609375
25 92.281250
26 107.812500
27 99.125000
28 90.984375
29 102.984375
30 95.109375
31 121.046875
32 108.328125
33 111.281250
34 113.843750
35 128.312500
36 139.218750
37 137.015625
38 143.656250
39 151.015625
40 146.625000
41 146.546875
42 145.328125
43 154.156250
44 152.796875
45 154.812500
46 173.562500
47 165.281250
48 169.046875
49 167.812500
50 180.140625
51 185.156250
52 188.093750
53 193.328125
54 230.906250
