8  0.002   0.005   9.645   35.19   0.007
10  0.002   0.013   9.641   35.5   0.015
12  0.003   0.031   9.641   35.76   0.034
14  0.002   0.068   9.793   35.98   0.07
16  0.002   0.127   9.781   36.68   0.129
18  0.005   0.236   9.898   37.41   0.241
20  0.004   0.417   10.06   37.61   0.421
22  0.003   0.775   9.906   38.34   0.778
24  0.005   1.274   10.05   40.43   1.279
26  0.004   2.059   10.3   41.08   2.063
28  0.004   3.315   10.57   42.12   3.319
30  0.006   5.269   10.58   55.02   5.275
32  0.006   8.329   10.63   57.23   8.335
34  0.008   12.84   10.99   61.07   12.85
36  0.009   19.23   11.29   64.04   19.24
38  0.009   30.27   11.37   65.03   30.28
40  0.011   47.64   11.64   70.23   47.65
42  0.014   63.36   11.94   75.08   63.37
44  0.016   114.4   11.67   74.77   114.4
46  0.018   229.5   12.23   79   229.5
48  0.016   446.5   12.62   84.41   446.5
50  0.019   730.4   12.98   84.12   730.4
52  0.023   1013   13.25   83.62   1013
